stud_id,w2sch_id,w2chin_id,w2ctch_id,w1w2chg,w2pgrm,w2clspgm,w2far,w2priv,w2urban3,w2stwt1,w2stwt2,w2nright,w2all3p,w2all3ps,w2cfree,w2cf3p,w2cf3ps,w2math,w2m3p,w2m3ps,w1w2plus,w1w2minus,w2link,w2illp,w2ctc01,w2ctc02,w2ctc03,w2ctc04,w2ctc05,w2ctc06,w2ctc07,w2ctc08,w2ctc09,w2ctc10,w2ctc11,w2ctc12,w2ctc13,w2ctc14,w2ctc15,w2ctc16,w2ctc17,w2ctc18,w2ctc19,w2ctc20,w2ctc21a,w2ctc22a,hw_average,w2ctc23,w2ctc24,w2ctc25,w2ctc26,w2ctc27,w2ctc28,w2ctc29,w2ctc31,w2ctc32,w2ctc33,w2ctc34,w2ctc35,w2ctc36,w2ctc37,w2ctc38,w2ctc39,w2ctc40,w2ctc41,w2ctc42,w2ctc43,w2summis,w2sumerr
56,512,3291,7,0,1,1,0,0,3,0.145616338,0.172112763,24,-0.089648269,0.363485008,9,-0.015367427,0.543106019,12,-0.063157722,0.461221009,8,6,9,1.29E-07,1,5,97,4,4,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,0,1
57,181,2207,1,0,1,1,0,1,3,0.84994173,1.95E-06,24,0.383382797,0.345221013,2,-2.399722576,0.729830027,12,0.196426749,0.449559003,3,6,6,0.999998058,1,4,1,5,2,3,4,2,1,2,1,1,2,3,3,3,3,2,3,3,1,1,,2,2,2,2,3,3,2,3,2,3,3,3,3,1,3,3,2,3,3,4,0,0
58,430,2645,4,0,1,1,0,0,3,0.343347967,0.405823797,37,1.201841354,0.249893993,14,1.432607174,0.515577972,16,0.745124757,0.319489002,5,1,10,1.10E-21,1,5,1,3,2,3,2,2,1,2,1,2,2,2,3,3,3,2,2,3,1,1,,2,6,2,2,3,3,3,3,1,2,3,2,2,1,2,1,1,2,3,3,0,0
59,308,3210,8,0,1,1,0,0,3,1.297092319,1.533112168,37,1.577836394,0.262757987,14,1.423690081,0.55844301,18,1.443683743,0.341035008,5,1,14,2.66E-19,1,6,1,5,2,2,3,3,1,2,1,2,3,3,3,3,2,1,2,3,1,1,,3,97,1,1,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,1
60,488,3750,17,0,1,1,0,0,3,0.755047619,0.892436624,46,2.163013458,0.253416985,16,2.098426819,0.437171012,25,2.669906616,0.435927987,7,1,15,5.66E-30,1,6,1,5,1,3,2,2,1,2,1,2,3,2,3,3,3,1,3,3,3,1,,2,5,1,3,2,3,3,3,1,1,3,2,3,1,2,1,1,1,2,2,0,0
61,629,3871,11,0,1,1,0,0,3,0.69487083,0.821310043,37,1.152219296,0.251522988,18,2.790295601,0.683996022,15,0.923037827,0.333139986,6,1,17,1.94E-22,1,5,1,1,2,3,3,5,2,2,1,2,2,2,4,4,2,2,4,4,3,6,,1,6,2,3,1,5,4,4,1,3,4,1,4,3,2,1,1,2,3,4,0,0
62,165,2167,3,0,1,1,0,0,3,0.268021613,0.316791028,33,0.937683403,0.283856004,12,0.475240618,0.543290019,15,0.901416719,0.352126986,7,1,11,9.94E-26,1,6,1,5,2,2,3,2,1,2,1,2,2,3,2,3,3,1,3,2,1,1,,2,1,5,1,2,3,3,4,5,1,3,2,2,1,2,2,2,2,3,3,0,0
64,353,4010,10,0,1,1,0,0,3,0.607747138,0.718333244,47,2.173709631,0.247253001,18,2.632568598,0.427271008,24,2.662043571,0.430020005,7,1,16,4.94E-30,1,5,1,1,3,2,3,1,1,2,1,1,2,2,2,3,3,1,3,3,3,1,,1,1,3,2,2,2,3,2,1,1,2,2,2,1,2,1,1,2,2,1,0,0
65,404,3215,19,0,1,1,0,0,3,1.437003255,1.698481321,38,1.562754154,0.247513995,13,1.689819217,0.499123007,19,1.531713247,0.310274005,2,2,12,3.13E-10,1,6,2,5,1,2,3,5,1,1,1,2,2,3,3,4,1,2,3,3,2,1,,3,5,1,1,1,5,5,3,2,2,3,3,3,1,2,2,2,2,2,2,0,0
66,632,2890,1,0,1,1,0,1,2,0.109029114,0.128868118,25,0.220338017,0.41247201,10,0.29973945,0.530010998,13,0.483105302,0.52610898,6,2,10,1.77E-19,1,5,1,1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
67,413,2473,4,0,1,1,0,0,2,2.254489183,2.29E-08,12,-2.116450787,0.562898993,4,-2.2833004,0.73102802,5,-2.097906351,0.676491976,2,5,2,0.999999991,1,5,1,5,2,4,2,2,1,2,1,1,3,3,4,3,2,2,3,3,2,2,,1,5,2,3,3,3,3,2,2,2,3,2,3,1,2,3,3,3,3,3,0,0
68,55,2658,4,0,1,1,0,0,3,0.510934472,0.603904486,28,0.104238451,0.371737003,16,1.835447907,0.781359971,14,0.337955266,0.41276899,6,2,10,1.02E-16,1,5,1,3,1,2,3,3,1,2,1,3,2,2,3,3,2,2,2,2,1,1,,2,1,2,2,2,3,3,1,2,1,3,2,4,2,1,1,1,1,1,1,0,0
69,54,3845,5,0,1,1,0,0,3,0.678326249,1.88E-10,15,-1.951886058,0.607707977,4,-1.860207796,0.669533014,7,-1.261092663,0.592379987,1,3,3,1,1,5,1,1,1,2,2,1,1,2,1,1,1,3,2,4,1,3,3,3,1,1,,2,5,1,2,2,3,3,4,1,2,3,2,4,1,2,1,1,2,2,3,0,0
72,52,3682,2,0,1,1,0,1,3,1.070926428,1.265792131,35,1.064562321,0.255223006,11,0.107585244,0.521136999,15,0.700730145,0.332167,2,2,9,5.98E-07,1,6,1,1,3,3,4,3,1,2,1,2,1,2,2,3,3,2,3,3,2,1,,3,4,1,1,2,3,3,4,1,1,3,2,2,1,1,1,1,1,3,1,0,0
74,483,3784,11,0,1,1,0,0,3,1.320254564,1.56E-10,22,-0.290617377,0.383567005,8,-0.636476994,0.646427989,9,-0.947831929,0.561657012,1,11,6,1,1,5,1,3,3,2,4,5,1,2,1,3,2,2,2,3,1,2,2,2,1,2,,2,1,2,2,2,3,2,1,1,2,2,2,3,1,1,1,1,2,2,2,0,0
76,611,2808,13,0,1,1,0,0,2,1.99213326,2.354623079,31,0.434358895,0.305895001,11,-0.444986403,0.582446992,10,-0.542304754,0.485179007,8,6,9,1.19E-09,1,5,1,3,3,2,3,3,1,2,1,2,2,2,3,3,2,2,3,3,1,1,,2,1,1,2,2,3,3,3,2,2,99,4,3,1,2,2,1,2,2,3,1,0
78,477,2685,6,0,1,1,1,0,1,0.679059505,0.801656425,16,-1.747864604,0.597495019,6,-1.559834361,0.746510029,10,-1.11771512,0.596256971,4,5,5,0.001202577,1,3,1,2,1,1,5,6,1,2,1,3,3,2,2,2,2,2,2,2,2,2,,2,2,2,1,3,4,2,4,2,2,2,2,2,2,2,1,1,1,1,2,0,0
79,441,3742,6,0,1,1,0,0,1,0.534776032,0.632077754,8,-2.086875439,0.636081994,3,-1.636927605,0.675747991,3,-1.582051396,0.617778003,3,2,5,1.02E-05,1,3,1,3,2,2,3,5,1,2,1,3,3,3,2,3,2,2,2,2,3,1,,1,2,2,2,2,3,3,3,1,2,2,2,3,1,1,1,1,2,1,2,0,0
81,466,2668,12,0,1,1,0,0,3,0.457797289,0.541098297,15,-1.23774457,0.471740991,4,-2.434087038,0.720782995,7,-1.214528203,0.515747011,2,1,2,2.20E-07,1,2,1,1,1,2,5,5,1,2,1,3,2,2,3,3,1,2,3,3,2,1,,1,5,1,3,3,3,3,1,1,1,3,3,3,1,1,1,1,2,3,1,0,0
82,549,2268,7,0,1,1,0,0,3,0.490497082,0.579748273,26,0.03050888,0.365361005,9,-0.653451741,0.603574991,6,-1.382527113,0.675763011,2,3,4,1.03E-08,1,4,1,1,2,2,3,2,1,2,1,2,2,3,2,2,3,2,3,2,1,1,,2,1,1,2,2,3,2,1,1,1,4,2,3,1,1,2,2,1,2,2,0,0
83,322,3885,9,0,1,1,0,0,3,0.35984388,4.26E-11,9,-1.804439902,0.572529972,4,-2.07766366,0.770891011,5,-1.436615705,0.626655996,2,5,4,1,1,5,1,5,2,2,4,3,1,3,1,1,1,2,2,2,1,2,4,3,3,1,,1,1,2,2,3,3,4,4,2,2,2,3,3,1,2,2,2,2,2,3,0,0
84,586,3513,6,0,1,1,0,1,2,0.888385355,1.05003655,37,1.575318456,0.283342987,7,-0.798260689,0.714299023,18,1.392556548,0.329815,5,4,9,7.67E-16,1,5,1,1,1,3,2,2,1,2,1,2,2,2,3,3,1,1,2,2,5,3,,2,2,1,2,2,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0
85,407,4023,11,0,1,1,0,0,3,1.226463556,0.710889816,14,-1.617972136,0.577808976,3,-2.064170361,0.705235004,8,-1.066613674,0.541113973,0,3,2,0.509606584,1,5,1,5,2,2,4,5,1,1,1,1,99,1,3,3,1,1,3,3,2,6,,1,5,1,3,99,99,3,4,3,3,3,99,99,1,4,4,4,4,4,4,5,0
86,383,4169,18,0,1,1,0,0,3,0.673563004,0.796124995,28,0.81556952,0.311964989,9,0.549777627,0.56794101,17,1.223910809,0.329613,6,3,11,1.24E-18,1,3,1,1,2,2,4,3,1,2,1,1,2,2,2,3,2,2,2,3,2,1,,2,5,1,2,2,3,3,3,1,1,3,2,2,1,2,3,2,2,2,1,0,0
87,564,2434,11,0,1,1,0,1,2,1.243739367,1.47005105,42,1.799972177,0.245756,15,2.120833158,0.442723989,23,2.02375865,0.351624995,8,1,16,1.03E-31,1,4,1,3,1,3,3,2,1,2,1,2,3,4,3,3,2,1,3,2,4,1,,1,3,1,1,1,3,3,1,1,2,2,3,3,1,2,2,2,2,3,3,0,0
88,570,2389,5,0,1,1,0,0,3,0.516189754,0.610116005,42,1.750797272,0.251403004,15,1.661563277,0.502286017,22,2.026062489,0.367787987,7,1,14,3.53E-35,1,6,1,1,2,1,4,3,1,2,1,3,1,3,2,2,3,3,3,3,1,1,,2,5,2,2,2,2,3,3,3,5,5,2,4,1,2,1,1,1,1,1,0,0
89,519,3908,12,0,1,1,0,0,3,1.024299383,1.210681558,33,1.047787309,0.247520998,14,1.240948319,0.531351984,15,0.822476864,0.320760995,5,4,13,1.54E-08,1,5,1,1,3,3,3,6,1,2,1,1,2,2,2,97,2,3,3,99,2,2,,2,2,1,2,2,2,5,3,1,2,3,3,4,2,2,1,1,1,3,97,1,2
90,397,4135,2,0,1,1,0,0,2,1.035075426,0.342055112,21,-0.463383466,0.463326007,8,-0.903919697,0.614048004,8,-0.883927763,0.579667985,4,5,5,0.720410369,1,2,1,5,3,1,4,3,1,2,1,1,2,2,2,1,2,2,3,3,1,1,,1,1,1,3,3,3,3,2,1,1,3,2,3,2,1,1,1,1,1,1,0,0
91,458,3222,1,0,1,1,0,0,2,1.99213326,2.354623079,38,1.334320784,0.251558989,18,2.153769255,0.428461999,19,1.45254004,0.328830987,6,2,14,3.24E-20,1,5,1,1,2,2,2,2,1,2,1,2,2,3,4,4,2,2,3,3,3,1,,2,5,2,99,99,99,99,99,1,1,1,2,5,2,2,1,1,1,1,3,5,0
92,372,3546,3,0,1,1,0,1,2,0.662250876,0.782754481,48,2.327747583,0.268914998,17,2.100092649,0.75703001,21,1.947933555,0.357340008,5,1,15,1.55E-21,1,5,1,5,1,3,4,3,1,3,1,1,3,3,3,4,1,2,4,3,1,1,,2,5,1,3,3,4,3,4,1,2,2,2,3,2,2,1,1,1,3,4,0,0
93,407,4066,13,0,1,1,0,0,3,1.156380057,1.366795778,34,1.089438438,0.265554994,12,1.03834188,0.528630018,22,1.914077759,0.349938005,7,0,13,4.16E-31,1,5,1,1,1,3,3,2,1,2,1,1,2,2,2,3,3,2,2,2,1,1,,2,2,99,1,2,3,2,3,1,1,3,1,2,1,2,2,1,1,1,1,1,0
94,460,3117,11,0,1,1,0,0,2,0.77630657,0.780219018,14,-1.110412717,0.447524011,7,-0.789378345,0.580697,9,-0.760780573,0.450545013,2,4,4,0.149684236,1,6,1,1,2,2,5,5,1,2,1,1,3,3,4,4,2,2,2,2,2,1,,2,5,2,2,3,4,4,2,4,3,3,3,4,1,2,2,2,2,3,4,0,0
95,307,3542,4,0,1,1,0,0,2,2.727834463,3.224193096,53,2.959100962,0.315180004,17,2.263555765,0.514218986,25,2.575333118,0.414058,5,3,14,2.12E-20,1,5,1,1,3,3,4,2,2,2,1,1,1,2,3,3,3,1,2,2,4,3,,2,1,2,2,2,3,3,1,1,1,2,3,4,1,2,2,1,2,1,3,0,0
96,239,2025,6,0,1,1,0,0,3,0.449622303,0.531435907,54,3.166850805,0.333656013,22,3.977700949,0.488983989,22,2.208686352,0.378881991,6,0,19,6.01E-34,1,6,1,3,1,3,99,2,1,1,1,99,1,1,2,3,3,3,2,2,1,1,,3,6,2,2,1,3,2,4,1,1,4,2,3,3,2,1,1,1,1,2,2,0
97,307,3759,4,0,1,1,0,0,2,2.727834463,3.224193096,36,1.16413939,0.269511998,13,1.123197794,0.534914017,12,0.409537673,0.387299001,5,4,10,1.05E-09,1,5,1,1,3,3,4,2,2,2,1,1,1,2,3,3,2,1,2,2,4,3,,2,1,2,2,2,3,3,1,1,1,2,3,4,1,2,2,1,2,1,3,0,0
98,324,3081,5,0,1,1,0,0,2,0.373831153,0.441853702,12,-1.819694877,0.544089973,3,-2.399271488,0.834161997,6,-1.675201416,0.640886009,3,1,3,5.08E-11,1,5,1,1,2,2,4,2,1,2,1,2,3,3,3,3,2,2,3,3,1,1,,1,5,2,2,4,4,2,2,1,1,2,2,4,1,1,2,2,2,2,3,0,0
99,54,2751,11,0,1,1,0,0,3,0.661781788,0.782198489,42,1.82685113,0.255975991,11,0.452058673,0.561352015,21,1.936230063,0.357605994,2,3,11,2.09E-06,1,5,1,4,1,2,4,3,1,3,1,3,2,3,2,2,3,2,3,2,2,2,,2,5,1,3,3,4,2,3,1,1,2,2,4,1,2,1,1,1,2,2,0,0
100,597,2299,5,0,1,1,0,0,3,1.226463556,1.449631691,37,1.13339889,0.271508008,14,0.797710717,0.567373991,13,0.339310735,0.39320001,6,5,10,1.91E-13,1,6,1,5,3,2,3,2,1,2,1,2,2,2,2,3,2,2,3,97,1,1,,2,5,2,2,5,5,4,4,2,2,4,3,4,1,2,1,1,2,3,3,0,1
102,463,2671,4,0,1,1,0,1,3,0.273195535,0.322906375,21,-0.643958092,0.454993993,9,-0.743520379,0.632377982,7,-1.053772092,0.558972001,6,1,9,9.48E-21,1,3,1,1,1,3,5,5,1,2,1,3,3,4,3,4,1,1,3,3,3,1,,1,5,1,3,3,4,3,3,1,2,1,3,4,1,2,1,2,3,4,3,0,0
104,591,2633,12,0,1,1,0,0,2,0.254884839,0.301263869,16,-0.971104383,0.476200998,6,-1.313533783,0.638673007,8,-1.0373348,0.529681981,3,2,3,1.28E-12,1,6,1,1,1,2,3,2,1,3,1,3,3,3,3,3,1,2,2,3,1,1,,1,1,2,2,97,3,2,1,1,1,2,1,3,2,1,1,1,1,2,1,0,1
105,487,3936,27,0,1,1,0,0,2,0.454072684,0.536696076,40,1.686288953,0.24131,14,1.808420181,0.480601013,22,2.044083834,0.346287012,6,1,14,8.19E-26,1,3,1,5,1,3,2,2,2,2,1,2,1,2,2,3,3,2,2,3,2,3,,2,2,2,2,2,3,3,1,1,1,2,2,2,1,2,2,2,2,2,3,0,0
106,471,3704,4,0,1,1,0,0,2,0.657403886,0.77702558,33,1.071118116,0.262010992,13,1.272079706,0.540205002,16,0.974973381,0.330035001,6,4,10,3.77E-14,1,5,1,1,3,2,2,2,1,2,1,2,2,3,3,97,2,2,2,2,2,1,,2,5,2,3,2,4,2,4,1,2,3,2,5,1,2,2,2,2,3,4,0,1
107,477,2685,6,0,1,1,1,0,1,0.679059505,0.802621663,19,-0.831322491,0.467635989,9,-0.426536679,0.601527989,8,-0.888842642,0.511996984,2,1,3,7.35E-15,1,3,1,2,1,1,5,6,1,2,1,3,3,2,2,2,2,2,2,2,2,2,,2,2,2,1,3,4,2,4,2,2,2,2,2,2,2,1,1,1,1,2,0,0
108,322,2488,8,0,1,1,0,0,3,0.35984388,0.425321311,30,0.705132604,0.266048998,13,0.970423341,0.535722971,14,0.582185507,0.365983009,7,4,10,2.61E-16,1,5,1,1,2,3,4,3,1,2,1,2,2,3,2,3,1,2,4,3,1,1,,1,5,1,2,3,3,3,4,1,2,3,1,3,1,3,2,1,1,2,4,0,0
109,515,3168,12,0,1,1,0,0,3,0.697848856,0.824829936,29,0.678750277,0.318827003,7,-0.333018512,0.591427982,14,0.522738099,0.397377998,5,4,9,1.40E-08,1,4,1,1,3,3,4,3,1,1,1,2,2,3,3,3,2,2,2,3,4,6,,1,6,1,1,3,3,2,3,1,2,4,1,2,1,2,1,1,1,2,4,0,0
110,158,2594,3,0,1,1,0,1,2,0.109029114,0.128868118,26,0.33179605,0.342882991,11,0.37015292,0.540314019,14,0.585951746,0.431849986,7,5,10,5.52E-10,1,6,1,3,1,2,3,2,1,2,1,2,2,2,99,2,1,1,2,2,1,1,,2,1,99,1,2,3,3,3,1,1,2,2,3,1,2,1,1,1,3,1,2,0
111,331,2312,2,0,1,1,0,0,3,0.490497082,0.579748273,15,-0.933091164,0.482868999,7,-1.083698034,0.669439018,8,-0.885100782,0.542259991,3,2,4,8.58E-09,1,2,1,3,1,3,2,2,1,1,1,1,2,1,3,3,2,2,2,2,2,1,,1,1,1,2,3,3,3,3,1,1,2,2,4,2,1,1,1,1,1,1,0,0
112,632,3104,2,0,1,1,0,1,2,0.109029114,0.128868118,28,0.36016503,0.321889013,12,0.932589471,0.538942993,10,-0.413762242,0.482369006,7,2,10,5.34E-21,1,2,1,5,1,2,4,3,1,2,1,2,3,4,4,4,1,1,2,3,1,1,,2,5,1,2,3,4,3,4,1,2,3,2,2,3,2,1,1,1,2,1,0,0
113,633,3234,6,0,1,1,0,1,3,0.233126849,0.275546759,25,0.0053308,0.390080988,10,-0.174199656,0.618731976,14,0.456413597,0.440023005,6,2,11,1.68E-14,1,2,1,3,1,3,4,3,1,3,1,1,3,99,3,4,1,2,4,4,3,3,,3,5,1,3,3,4,4,4,1,2,1,1,4,1,2,3,2,2,4,3,1,0
114,366,2105,8,0,1,1,0,0,2,1.050999641,1.242240191,30,0.602861285,0.265168995,11,0.276449382,0.546285987,13,0.324583918,0.343843013,5,6,7,9.33E-08,1,5,1,5,1,2,4,3,1,2,1,1,2,2,2,3,2,2,2,2,3,2,,3,2,2,2,2,2,2,3,1,1,2,2,3,1,2,1,1,1,1,2,0,0
116,593,2579,6,0,1,1,0,0,3,0.774284661,0.915174067,30,0.734813988,0.249687999,12,1.035286307,0.525316,14,0.513976634,0.334771991,8,1,12,1.30E-28,1,4,1,5,2,3,2,2,1,2,1,1,1,2,2,3,3,2,3,3,2,1,,2,6,1,2,3,3,3,2,1,2,4,3,3,1,2,1,1,1,2,2,0,0
117,442,3358,4,0,1,1,0,0,3,0.446702689, , , , , , , , , , , , , , ,1,6,1,5,1,3,3,3,1,2,1,2,2,3,3,4,2,2,3,2,2,2,,2,2,2,2,2,3,3,2,1,1,2,2,2,1,2,2,1,1,2,3,0,0
118,425,3511,4,0,1,1,0,0,2,1.192861199,1.393236756,28,0.424854219,0.351747006,10,-0.154800862,0.550099015,13,0.46923548,0.480738997,2,3,10,0.011829311,1,5,1,5,2,2,4,3,1,3,1,3,4,99,3,4,3,2,4,4,2,1,,2,6,4,2,3,5,5,4,3,2,3,2,3,1,2,3,2,2,2,2,1,0
119,572,4053,14,0,1,1,0,0,3,0.545860648,0.645185113,22,-0.446953118,0.367565006,9,-0.438075572,0.587421,7,-0.826736689,0.477968991,5,5,7,1.16E-06,1,6,1,1,3,3,3,3,1,2,1,1,2,3,3,2,2,1,2,3,1,1,,1,5,2,3,5,5,3,5,1,2,2,1,2,1,2,1,1,2,2,1,0,0
120,619,2087,9,0,1,1,0,0,2,0.564900398,0.667690039,46,2.235560656,0.259894997,19,2.809606314,0.368072003,23,2.394272804,0.395601004,3,2,16,6.11E-09,1,6,1,5,1,2,3,2,1,2,1,2,2,3,3,3,3,2,3,3,1,1,,3,1,1,2,3,3,3,1,1,1,3,2,3,1,2,1,1,1,2,2,0,0
121,423,4082,9,0,1,1,0,0,3,0.210050851,0.248271853,39,1.588865638,0.271319985,13,1.180931091,0.531895995,16,0.954986215,0.368178993,6,3,12,1.82E-16,1,5,1,3,2,2,3,5,1,1,1,3,2,3,4,4,3,3,3,2,3,1,,1,5,1,3,2,4,2,2,1,1,4,3,4,2,2,1,1,2,2,3,0,0
122,321,2687,2,0,1,1,0,1,3,0.775146723,0.916192949,21,-0.863409996,0.419782996,6,-1.29056263,0.613376021,10,-0.862380803,0.467402995,4,3,6,4.05E-09,1,6,1,5,3,2,3,1,1,2,1,1,2,2,4,2,1,1,2,2,1,1,,2,1,1,2,3,3,3,1,1,1,4,1,2,1,2,2,3,3,2,1,0,0
123,157,2919,8,0,1,1,0,0,3,1.811055779,2.140596628,40,1.440889239,0.243714005,15,1.669843793,0.502590001,21,1.595008254,0.337980002,9,2,16,6.31E-31,1,5,1,1,3,3,2,2,1,1,1,1,3,3,3,3,2,2,3,3,2,1,,2,1,1,2,3,3,3,3,1,1,1,1,3,1,2,1,1,1,2,3,0,0
124,401,4071,15,0,1,1,0,0,2,0.736495972,0.870509267,49,2.365126848,0.257207006,17,2.178586483,0.43265301,25,2.610189438,0.42711699,9,2,15,1.13E-36,1,5,1,3,1,3,2,2,1,2,1,1,3,2,3,4,2,1,2,3,3,2,,2,6,1,5,5,5,5,3,2,3,2,3,4,1,3,2,1,2,3,4,0,0
125,494,3653,9,0,1,1,0,0,3,1.427504897,1.687254786,31,0.850266099,0.273936003,13,0.777854025,0.570249975,16,1.016061306,0.317663997,6,3,9,1.03E-17,1,5,1,5,2,2,2,1,1,1,1,3,2,3,3,3,3,2,2,2,1,1,,2,2,2,2,2,3,3,2,1,1,2,2,2,1,1,2,2,1,2,3,0,0
126,302,2710,6,0,1,1,0,0,2,0.760123372,0.898435354,34,1.357795596,0.264845014,11,0.920782268,0.535815001,20,1.844615459,0.351788014,3,3,10,6.36E-07,1,5,1,5,2,3,3,2,1,2,1,2,2,3,2,2,4,1,2,2,2,1,,1,1,1,1,2,3,2,3,1,2,2,2,3,1,2,2,1,1,2,3,0,0
127,533,2676,5,0,1,1,1,0,2,0.541866362,3.26E-10,10,-1.580115795,0.576209009,1,-2.795426846,0.799425006,7,-1.029077768,0.599169016,0,6,0,0.999999999,1,5,1,1,1,2,4,3,1,2,1,2,2,3,3,3,2,2,2,3,1,1,,3,1,1,2,2,3,3,2,1,1,1,2,3,1,2,3,2,2,3,2,0,0
129,508,2899,9,0,1,1,0,0,1,2.987862349,2.065606833,16,-1.200933337,0.466087997,7,-1.453982949,0.633729994,6,-1.350713491,0.575796008,1,2,3,0.415096718,1,4,1,3,2,2,3,2,1,3,1,2,3,3,2,3,3,2,3,3,2,1,,2,5,1,2,3,4,3,2,1,2,2,2,3,2,2,1,1,2,3,2,0,0
131,459,3050,14,0,1,1,0,0,2,0.295617729, , , , , , , , , , , , , , ,1,5,1,5,1,2,3,3,1,2,1,3,3,3,4,3,1,2,3,3,1,1,,3,1,1,2,3,4,4,4,1,2,3,2,2,2,3,1,1,2,2,2,0,0
132,319,2451,6,0,1,1,0,0,3,0.569937885,0.673642814,31,0.677849114,0.293433994,12,1.17357707,0.532166004,18,0.878943384,0.342316985,3,3,11,2.09E-06,1,3,1,3,2,2,4,5,1,3,1,3,1,3,3,3,3,1,2,2,4,2,,3,6,1,3,3,4,4,4,1,1,2,2,3,1,2,1,1,2,3,3,0,0
133,328,4016,17,0,1,1,0,0,3,1.226463556,1.449631691,45,1.965703011,0.25395,20,3.621306896,0.423705995,24,2.45950079,0.407337993,6,1,16,5.16E-26,1,5,1,1,2,2,4,3,1,3,1,1,1,3,3,3,3,3,2,2,3,1,,2,6,1,3,3,3,3,3,2,2,4,3,4,2,2,1,1,3,2,3,0,0
134,121,3447,4,1,1,1,0,1,3,1.451090813,1.715132356,43,1.800671577,0.244137004,18,2.552444935,0.447905988,25,2.818018198,0.458274007,2,1,14,5.33E-11,1,5,1,5,2,2,4,2,1,2,1,2,3,3,3,3,1,1,2,2,3,2,,2,1,1,2,2,2,3,2,1,1,2,2,2,2,3,1,1,2,2,3,0,0
135,527,2348,4,0,1,1,0,0,2,0.138414517,0.163600519,35,1.081135631,0.284832001,14,0.581651151,0.586476982,14,0.448576003,0.447355986,6,3,9,7.98E-17,1,2,1,3,1,3,4,3,1,2,1,2,3,3,3,3,3,3,3,2,1,1,,2,6,1,2,4,3,5,4,1,1,3,2,4,2,3,1,1,1,3,3,0,0
137,443,2165,7,0,1,1,0,0,2,0.874048471,0.229531109,28,0.380535334,0.336562991,12,0.737397075,0.577373981,16,0.554748535,0.412786007,4,5,9,0.777821005,1,6,1,5,3,2,4,3,2,2,1,1,1,1,3,3,1,2,2,3,2,1,,1,2,1,1,2,4,4,3,2,2,2,2,2,2,1,1,1,1,2,1,0,0
138,462,2468,11,0,1,1,0,0,2,1.122437477,1.326676965,49,2.231164455,0.254866004,19,3.341652393,0.493517011,22,2.348179817,0.393483996,4,1,16,1.34E-18,1,4,1,3,1,3,5,3,1,2,1,1,3,3,4,2,1,2,3,3,2,1,,2,97,2,4,4,4,5,2,1,2,2,2,2,1,1,1,1,1,2,2,0,1
139,473,2915,4,0,1,1,0,0,1,1.279524326,1.51234746,35,0.95897913,0.287797987,8,-0.373781234,0.598249018,13,0.331913322,0.371259004,7,3,10,1.09E-15,1,4,1,1,1,2,2,1,1,2,1,3,2,3,1,4,3,2,3,3,2,1,,2,5,3,4,4,5,3,4,2,2,4,2,5,2,2,1,1,1,3,3,0,0
140,478,2364,12,0,1,1,0,0,3,0.961192548,1.136091828,46,1.930187106,0.258774996,16,1.930306196,0.543771029,19,1.30002284,0.331555009,3,2,14,3.70E-15,1,4,1,5,2,3,4,3,1,2,1,2,2,3,3,3,2,1,3,3,5,2,,3,5,1,2,3,3,3,4,1,1,1,2,3,1,2,2,2,2,2,1,0,0
142,488,2340,7,0,1,1,0,0,3,0.755047619,0.892436624,44,2.047674179,0.252680987,15,1.995739222,0.456838995,21,2.084429026,0.359102994,3,1,15,1.18E-15,1,5,1,5,1,3,3,3,1,2,1,2,3,99,3,3,3,2,2,2,2,1,,1,5,2,3,3,3,3,3,2,2,3,2,4,1,2,3,2,3,3,4,1,0
143,443,3450,2,0,1,1,0,0,2,0.874048471,1.033090949,29,0.759104729,0.292053014,11,0.684841931,0.548169017,16,1.008011103,0.355064005,10,0,12,9.98E-46,1,5,1,5,2,2,3,2,1,2,1,2,2,3,3,3,3,3,2,2,2,1,,1,5,2,3,2,3,2,4,2,2,3,2,2,2,3,1,1,1,2,4,0,0
144,454,3105,8,0,1,1,0,0,3,0.317655295,0.375456065,42,1.651156783,0.261601001,19,2.621928215,0.472039014,19,1.40169251,0.321821988,8,1,16,4.23E-31,1,6,1,5,3,2,1,2,1,1,1,2,2,2,2,3,3,3,2,2,1,1,,1,5,3,1,2,3,3,2,2,1,4,1,3,1,1,1,1,2,2,3,0,0
145,541,3756,4,0,1,1,0,0,3,0.576990962,0.681980669,39,1.685013294,0.259862989,16,2.126750708,0.534658015,17,1.346788168,0.343679994,7,2,15,4.70E-23,1,6,1,3,2,2,4,3,2,2,1,2,2,3,3,3,3,2,2,2,2,1,,2,5,1,3,3,4,4,2,1,1,2,2,2,1,2,2,2,2,2,3,0,0
